CMBEGIN,file_wrangler,1579209879,/home/751ce1,pwd,/home/751ce1,751ce1@file-wrangler
CMBEGIN,file_wrangler,1579209947,/home/751ce1,pwd,/home/751ce1,751ce1@file-wrangler
CMBEGIN,file_wrangler,1579210003,/home/751ce1,man cd,No manual entry for cd;1579210003,751ce1@file-wrangler
CMBEGIN,file_wrangler,1579210110,/home/fd8193,pwd,/home/fd8193,fd8193@file-wrangler
CMBEGIN,file_wrangler,1579210116,/home/ef097d,pwd,/home/ef097d,ef097d@file-wrangler
CMBEGIN,file_wrangler,1579210154,/home/066ec2,pwd,/home/066ec2,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210156,/home/ef097d,pwd,/home/ef097d,ef097d@file-wrangler
CMBEGIN,file_wrangler,1579210241,/home/066ec2,ls,codes             manipulate   task1  task3  task5  task9;1579210241instructions.txt  permissions  task2  task4  task8  view;1579210241,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210262,/home/066ec2,ls -la,total 76;1579210262drwxr-xr-x  8 066ec2 066ec2 4096 Jan 16 21:28 .;1579210262drwxr-xr-x 44 root      root      4096 Jan 16 21:21 ..;1579210262-rw-r--r--  1 066ec2 066ec2  220 Apr  4  2018 .bash_logout;1579210262-rw-r--r--  1 066ec2 066ec2 3771 Apr  4  2018 .bashrc;1579210262drwx------  2 066ec2 066ec2 4096 Jan 16 21:28 .cache;1579210262drwx------  3 066ec2 066ec2 4096 Jan 16 21:28 .gnupg;1579210262-rw-r--r--  1 066ec2 066ec2  807 Apr  4  2018 .profile;1579210262drwxr-xr-x  2 root      root      4096 Jan 16 21:21 codes;1579210262-rw-r--r--  1 root      root      1507 Jan 16 21:21 instructions.txt;1579210262drwxr-xr-x  2 066ec2 root      4096 Jan 16 21:21 manipulate;1579210262drwxr-xr-x  2 066ec2 root      4096 Jan 16 21:21 permissions-rw-r--r--  1 root      root       498 Jan 16 21:21 task1-rw-r--r--  1 root      root       600 Jan 16 21:21 task2-rw-r--r--  1 root      root       586 Jan 16 21:21 task3-rw-r--r--  1 root      root      1073 Jan 16 21:21 task4-rw-r--r--  1 root      root       621 Jan 16 21:21 task5-rw-r--r--  1 root      root       739 Jan 16 21:21 task8-rw-r--r--  1 root      root       943 Jan 16 21:21 task9drwxr-xr-x  2 root      root      4096 Jan 16 21:21 view,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210282,/home/066ec2,cd,066ec2@file-wrangler,
CMBEGIN,file_wrangler,1579210283,/home/066ec2,ls,codes             manipulate   task1  task3  task5  task9;1579210283instructions.txt  permissions  task2  task4  task8  view;1579210283ask1;1579210320 _______        _      __;1579210320|__   __|      | |    /_ |;1579210320   | | __ _ ___| | __  | |;1579210320   | |/ _` / __| |/ /  | |;1579210320   | | (_| \__ \   <   | |;1579210320   |_|\___|___/_|\_\  |_|;1579210320;1579210320The pwd command will give you the current working directory. This te;1579210320lls you where you are in the Linux file system.;1579210320;1579210320Steps:;15792103201. Type pwd into the prompt.;15792103202. Answer question 1 in EDURange.3. Go to the next task by typing the following into the prompt: cat task2==========================================================================,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210283,/home/066ec2,ls,codes             manipulate   task1  task3  task5  task9;1579210283instructions.txt  permissions  task2  task4  task8  view;1579210283ask1;1579210320 _______        _      __;1579210320|__   __|      | |    /_ |;1579210320   | | __ _ ___| | __  | |;1579210320   | |/ _` / __| |/ /  | |;1579210320   | | (_| \__ \   <   | |;1579210320   |_|\___|___/_|\_\  |_|;1579210320;1579210320The pwd command will give you the current working directory. This te;1579210320lls you where you are in the Linux file system.;1579210320;1579210320Steps:;15792103201. Type pwd into the prompt.;15792103202. Answer question 1 in EDURange.3. Go to the next task by typing the following into the prompt: cat task2==========================================================================ask2;1579210387 _______        _      ___;1579210387|__   __|      | |    |__ \;1579210387   | | __ _ ___| | __    ) |;1579210387   | |/ _` / __| |/ /   / /;1579210387   | | (_| \__ \   <   / /_;1579210387   |_|\___|___/_|\_\ |____|;1579210387;1579210387The man command outputs the manual entry for a given command. The format ;1579210387is as follows:;1579210387  man <command>;1579210387;1579210387Steps:1. View the manual entry for the pwd command by replacing <command> with pwd. (Note that you need to type q to get out of the manual!)2. Answer question 2 in EDURange.3. Go to the next task by typing the following into the prompt: cat task3==========================================================================ask3;1579210417 _______        _      ____;1579210417|__   __|      | |    |___ \;1579210417   | | __ _ ___| | __   __) |;1579210417   | |/ _` / __| |/ /  |__ <;1579210417   | | (_| \__ \   <   ___) |;1579210417   |_|\___|___/_|\_\ |____/;1579210417;1579210417Now that we know where we are we will want to know what is in this direc;1579210417tory. For a simple list of files and directories you would use the list ;1579210417command.;1579210417;1579210417Steps:;15792104171. Type ls into the prompt for a list of files and directories.2. Answer question 3 in EDURange.3. Go to the next task by typing the following into the prompt: cat task4==========================================================================sk4;1579210467 _______        _      _  _;1579210467|__   __|      | |    | || |;1579210467   | | __ _ ___| | __ | || |_;1579210467   | |/ _` / __| |/ / |__   _|;1579210467   | | (_| \__ \   <     | |;1579210467   |_|\___|___/_|\_\    |_|;1579210467;1579210467;1579210467Steps;15792104671. View the manual entry for the ls command. Notice in the SYNOPSIS the ;1579210467format of the command is as follows:;1579210467;1579210467   ls [OPTION]... [FILE]...   Anything in square brackets is optional. In this case we can use ls along with one of the options listed with - or -- and we could add a complete file path.2. Scroll through to manual to find the option that will provide a long listing format for the ls command.3. Answer question 4 in EDURange4. Try this command with the option you found. Don’t forget to include th;1579210467e - or --! You can immediately tell whether the item is a file or a directory by the very first character provided in the output. Files are denoted by a - and directories are denoted by a d.5. Answer question 5 in EDURange6. Go to the next task by typing the following into the prompt: cat task5==========================================================================,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210283,/home/066ec2,ls,codes             manipulate   task1  task3  task5  task9;1579210283instructions.txt  permissions  task2  task4  task8  view;1579210283ask1;1579210320 _______        _      __;1579210320|__   __|      | |    /_ |;1579210320   | | __ _ ___| | __  | |;1579210320   | |/ _` / __| |/ /  | |;1579210320   | | (_| \__ \   <   | |;1579210320   |_|\___|___/_|\_\  |_|;1579210320;1579210320The pwd command will give you the current working directory. This te;1579210320lls you where you are in the Linux file system.;1579210320;1579210320Steps:;15792103201. Type pwd into the prompt.;15792103202. Answer question 1 in EDURange.3. Go to the next task by typing the following into the prompt: cat task2==========================================================================ask2;1579210387 _______        _      ___;1579210387|__   __|      | |    |__ \;1579210387   | | __ _ ___| | __    ) |;1579210387   | |/ _` / __| |/ /   / /;1579210387   | | (_| \__ \   <   / /_;1579210387   |_|\___|___/_|\_\ |____|;1579210387;1579210387The man command outputs the manual entry for a given command. The format ;1579210387is as follows:;1579210387  man <command>;1579210387;1579210387Steps:1. View the manual entry for the pwd command by replacing <command> with pwd. (Note that you need to type q to get out of the manual!)2. Answer question 2 in EDURange.3. Go to the next task by typing the following into the prompt: cat task3==========================================================================ask3;1579210417 _______        _      ____;1579210417|__   __|      | |    |___ \;1579210417   | | __ _ ___| | __   __) |;1579210417   | |/ _` / __| |/ /  |__ <;1579210417   | | (_| \__ \   <   ___) |;1579210417   |_|\___|___/_|\_\ |____/;1579210417;1579210417Now that we know where we are we will want to know what is in this direc;1579210417tory. For a simple list of files and directories you would use the list ;1579210417command.;1579210417;1579210417Steps:;15792104171. Type ls into the prompt for a list of files and directories.2. Answer question 3 in EDURange.3. Go to the next task by typing the following into the prompt: cat task4==========================================================================,066ec2@file-wrangler
CMBEGIN,file_wrangler,1579210283,/home/066ec2,ls,codes             manipulate   task1  task3  task5  task9;1579210283instructions.txt  permissions  task2  task4  task8  view;1579210283,066ec2@file-wrangler
