INPUT|null|A0 M0 T0|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l student@52.0.90.27 \l|OUTPUT
INPUT|null|A1 M1 T1|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l inceptor@10.0.0.5 \l|OUTPUT
INPUT|null|A2 M2 T2|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l mal@10.0.0.7 \l -p \l 123 \l|OUTPUT
INPUT|null|A3 M3 T3|null|null|null|MS: \l Accepted Commands: \l nmap \l Accepted Options: \l 10.0.0.8/30 \l|OUTPUT
INPUT|null|A4 M4 T4|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l christopher@10.0.0.10 \l|OUTPUT
INPUT|null|A5 M5 T5|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l cobb@10.0.0.15 \l -i \l private_key.pem \l|OUTPUT
INPUT|null|A6 M6 T6|null|null|null|MS: \l Accepted Commands: \l grep \l Accepted Options: \l password \l */* \l|OUTPUT
INPUT|null|A7 M7 T7|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l toodeep@10.0.0.16 \l|OUTPUT
INPUT|null|A8 M8 T8|null|null|null|MS: \l Accepted Commands: \l nmap \l Accepted Options: \l 10.0.0.0/27 \l|OUTPUT
INPUT|null|A9 M9 T9|null|null|null|MS: \l Accepted Commands: \l ftp \l Accepted Options: \l 10.0.0.14 \l|OUTPUT
INPUT|null|A10 M10 T10|null|null|null|MS: \l Accepted Commands: \l rm \l Accepted Options: \l creds \l|OUTPUT
INPUT|null|A11 M11 T11|null|null|null|MS: \l Accepted Commands: \l ssh \l Accepted Options: \l neo@10.0.0.17 \l|OUTPUT
